Zeit;TE1;TM11;TM12;UBE1;TE2;TM21;TM22;UBE2;UCE;IC
786.732982;2518;2535;2535;428;3749;3615;3605;398;2928;0
787.232158;2530;2535;2545;428;3741;3615;3595;397;2928;0
787.732577;2530;2525;2535;428;3741;3615;3605;398;2924;0
788.232749;2530;2535;2535;428;3741;3605;3595;398;2924;0
788.732852;2530;2535;2535;428;3722;3605;3595;398;2924;0
789.234304;2538;2535;2535;428;3709;3605;3585;398;2928;0
789.73289;2518;2535;2535;429;3690;3595;3585;398;2924;0
790.234194;2518;2535;2525;428;3709;3595;3575;398;2928;0
790.7322;2518;2535;2535;428;3709;3595;3575;399;2928;0
791.233692;2530;2535;2535;429;3702;3595;3575;398;2928;0
791.732168;2530;2535;2535;428;3685;3585;3575;398;2924;0
792.233732;2530;2535;2535;429;3722;3585;3565;398;2924;0
792.73246;2530;2535;2535;428;3702;3575;3565;399;2924;0
793.231477;2530;2535;2535;428;3702;3575;3565;399;2921;0
793.733633;2518;2535;2535;428;3673;3575;3555;400;2921;0
794.232698;2530;2535;2535;428;3702;3575;3555;400;2928;0
794.733406;2550;2555;2535;428;3685;3575;3545;400;2924;0
795.232916;2510;2535;2535;428;3685;3565;3545;399;2924;0
795.733027;2518;2535;2545;428;3673;3565;3545;400;2928;0
796.233027;2550;2535;2535;429;3665;3555;3545;400;2928;0
796.733096;2530;2535;2545;428;3685;3555;3535;400;2924;0
797.232538;2530;2545;2535;428;3665;3555;3525;400;2921;0
797.732899;2530;2535;2535;428;3665;3545;3535;400;2921;0
798.232816;2518;2535;2535;429;3634;3545;3515;400;2924;0
798.733058;2530;2535;2535;428;3665;3535;3525;400;2928;0
799.232282;2530;2535;2555;429;3626;3535;3515;400;2921;0
799.732271;2518;2535;2545;428;3634;3525;3515;400;2924;0
800.232291;2498;2535;2535;428;3634;3525;3515;401;2921;0
800.731606;2510;2535;2535;428;3626;3515;3505;400;2921;0
801.232109;2550;2535;2535;428;3646;3515;3505;401;2921;0
801.732607;2518;2535;2535;428;3634;3505;3495;401;2921;0
802.232365;2530;2535;2535;428;3646;3505;3495;401;2924;0
802.732732;2530;2535;2535;429;3607;3505;3495;401;2924;0
803.23297;2530;2535;2535;428;3626;3495;3495;401;2921;0
803.731729;2530;2535;2535;429;3626;3505;3495;402;2928;0
804.233273;2530;2535;2535;429;3607;3495;3485;401;2924;0
804.732883;2510;2525;2535;429;3607;3495;3485;400;2928;0
805.233205;2530;2525;2535;429;3607;3495;3475;402;2924;0
805.73211;2530;2525;2535;428;3607;3485;3475;402;2931;0
806.232006;2510;2525;2535;428;3587;3485;3475;402;2924;0
806.732846;2530;2535;2535;429;3607;3485;3475;402;2924;0
807.232489;2530;2525;2535;428;3607;3485;3465;402;2931;0
807.732919;2550;2525;2535;428;3570;3475;3455;402;2924;0
808.232245;2530;2535;2535;428;3587;3475;3455;402;2924;0
808.733115;2498;2525;2535;429;3575;3465;3455;402;2924;0
809.23033;2478;2525;2525;428;3575;3465;3455;402;2928;0
809.733136;2518;2525;2535;428;3558;3455;3445;403;2924;0
810.23267;2510;2525;2525;428;3570;3455;3445;402;2924;0
810.732605;2518;2525;2535;429;3558;3445;3435;403;2921;0
811.232694;2530;2525;2525;428;3550;3445;3435;403;2928;0
811.732826;2510;2525;2535;428;3570;3435;3425;403;2924;0
812.232029;2518;2525;2525;428;3538;3435;3435;403;2924;0
812.732631;2530;2525;2535;427;3550;3435;3425;403;2924;0
813.23319;2530;2520;2535;428;3550;3435;3425;403;2924;0
813.732943;2530;2525;2535;429;3570;3425;3415;403;2924;0
814.232383;2530;2525;2510;428;3531;3425;3415;404;2921;0
814.732789;2530;2535;2535;428;3531;3425;3415;403;2928;0
815.233477;2530;2525;2525;429;3531;3415;3415;404;2924;0
815.733735;2550;2525;2525;429;3531;3415;3405;404;2924;0
816.232665;2510;2520;2525;429;3550;3405;3405;404;2924;0
816.732025;2510;2525;2525;429;3531;3405;3400;404;2924;0
817.232837;2510;2520;2525;429;3511;3405;3390;404;2924;0
817.733237;2498;2525;2535;428;3518;3405;3390;404;2921;0
818.233063;2510;2520;2520;428;3491;3390;3390;403;2924;0
818.732925;2530;2520;2525;428;3511;3400;3390;404;2928;0
819.23302;2498;2520;2525;429;3499;3390;3380;404;2928;0
819.732584;2530;2520;2525;432;3511;3400;3380;405;2924;0
820.23337;2498;2520;2525;429;3479;3390;3380;404;2924;0
820.733049;2518;2520;2525;429;3479;3390;3380;405;2924;0
821.232114;2518;2525;2525;429;3462;3380;3380;404;2924;0
821.732301;2518;2520;2525;429;3479;3390;3370;405;2924;0
822.233503;2498;2520;2545;429;3479;3380;3370;405;2924;0
822.732992;2510;2525;2525;427;3491;3370;3370;405;2928;0
823.2338;2538;2520;2525;429;3462;3370;3360;405;2928;0
823.733602;2498;2520;2525;429;3479;3370;3360;406;2924;0
824.232935;2498;2520;2525;429;3479;3370;3350;405;2924;0
824.733324;2518;2520;2525;429;3462;3360;3340;405;2924;0
825.233183;2518;2520;2525;428;3462;3360;3340;405;2924;0
825.732446;2530;2520;2525;429;3491;3360;3350;406;2921;0
826.233138;2490;2520;2525;428;3474;3350;3340;406;2924;0
826.732968;2518;2520;2525;429;3442;3350;3340;406;2924;0
827.233296;2530;2520;2525;429;3455;3370;3340;406;2924;0
827.732317;2518;2520;2520;429;3423;3350;3340;406;2928;0
828.233113;2510;2520;2525;428;3455;3340;3330;406;2924;0
828.732441;2530;2520;2525;429;3435;3340;3330;406;2928;0
829.233052;2518;2520;2525;429;3442;3340;3320;406;2931;0
829.732806;2518;2520;2525;429;3442;3330;3320;407;2928;0
830.233106;2530;2520;2520;429;3415;3330;3320;407;2928;0
830.733028;2518;2520;2520;429;3423;3330;3310;406;2924;0
831.23277;2498;2520;2525;429;3423;3330;3310;407;2928;0
831.733272;2518;2520;2520;429;3442;3320;3320;407;2924;0
832.232291;2498;2535;2525;429;3423;3320;3310;407;2924;0
832.733297;2510;2520;2525;429;3435;3320;3310;408;2928;0
833.232264;2518;2520;2520;429;3423;3310;3300;407;2928;0
833.732266;2518;2520;2520;429;3403;3310;3300;407;2924;0
834.232871;2498;2520;2525;429;3403;3300;3300;407;2924;0
834.73278;2530;2510;2525;429;3396;3310;3290;407;2924;0
835.23231;2518;2520;2525;429;3403;3300;3290;407;2924;0
835.733308;2518;2520;2520;428;3403;3280;3290;407;2928;0
836.232438;2498;2535;2525;429;3403;3300;3290;407;2928;0
836.733307;2518;2520;2520;428;3366;3290;3300;408;2924;0
837.232928;2498;2510;2520;429;3403;3290;3280;408;2928;0
837.733522;2498;2510;2520;429;3383;3290;3280;408;2921;0
838.233291;2498;2510;2520;429;3403;3290;3280;408;2921;0
838.733012;2498;2520;2510;429;3366;3280;3270;408;2928;0
839.232589;2518;2520;2520;429;3383;3280;3270;408;2931;0
839.730388;2498;2510;2525;429;3383;3280;3265;408;2928;0
840.233339;2498;2520;2520;429;3366;3280;3265;408;2924;0
840.733183;2518;2510;2520;429;3366;3270;3265;408;2924;0
841.232944;2498;2520;2520;428;3366;3270;3265;408;2928;0
841.732612;2498;2520;2520;429;3346;3270;3255;409;2924;0
842.2337;2498;2510;2520;429;3366;3265;3255;408;2924;0
842.731946;2518;2520;2520;429;3366;3265;3255;409;2928;0
843.232564;2518;2520;2520;427;3366;3265;3245;408;2928;0
843.732887;2518;2520;2520;429;3346;3265;3245;410;2928;0
844.233127;2518;2510;2520;428;3346;3265;3245;409;2924;0
844.732646;2518;2520;2520;429;3346;3255;3245;409;2924;0
845.233028;2518;2520;2520;429;3346;3255;3245;409;2924;0
845.733324;2518;2510;2520;429;3346;3255;3235;409;2928;0
846.233237;2518;2510;2520;429;3327;3255;3235;409;2921;0
846.732595;2498;2510;2520;429;3327;3245;3235;411;2924;0
847.23286;2498;2510;2520;429;3327;3245;3235;409;2924;0
847.73188;2498;2510;2520;430;3327;3245;3225;409;2928;0
848.233228;2500;2510;2520;429;3329;3245;3225;409;2924;0
848.732314;2498;2520;2520;429;3327;3235;3225;409;2921;0
849.233393;2518;2520;2520;429;3307;3235;3225;410;2924;0
849.731743;2518;2510;2520;429;3327;3235;3215;409;2928;0
850.23392;2518;2510;2525;429;3307;3235;3215;409;2928;0
850.733164;2498;2520;2520;429;3307;3235;3215;408;2924;0
851.234212;2518;2520;2520;429;3307;3225;3215;410;2931;0
851.73298;2498;2500;2520;429;3327;3225;3215;410;2924;0
852.23381;2498;2520;2520;429;3287;3225;3205;410;2921;0
852.731565;2498;2520;2520;429;3287;3225;3205;410;2924;0
853.232232;2498;2510;2525;429;3287;3215;3205;410;2924;0
853.732168;2498;2520;2520;429;3307;3215;3195;410;2928;0
854.232047;2498;2520;2510;429;3268;3215;3195;410;2924;0
854.732686;2498;2510;2520;429;3287;3215;3195;410;2921;0
855.232043;2498;2520;2520;429;3287;3205;3195;410;2924;0
855.732767;2498;2525;2520;429;3287;3205;3195;410;2924;0
856.232903;2498;2520;2520;429;3268;3205;3185;410;2928;0
856.733193;2498;2510;2520;429;3268;3205;3185;410;2928;0
857.234021;2498;2520;2520;429;3268;3205;3185;410;2921;0
857.732969;2498;2510;2520;429;3287;3195;3175;411;2924;0
858.234191;2518;2520;2520;429;3268;3185;3175;410;2924;0
858.733195;2498;2520;2520;429;3268;3185;3175;411;2924;0
859.23284;2518;2510;2520;429;3268;3185;3175;411;2928;0
859.732906;2498;2520;2520;429;3268;3185;3175;411;2921;0
860.232249;2478;2520;2510;429;3268;3175;3170;411;2928;0
860.732213;2498;2510;2520;429;3268;3175;3175;411;2924;0
861.232985;2498;2520;2520;429;3251;3170;3170;411;2924;0
861.732287;2478;2510;2520;429;3251;3170;3170;412;2924;0
862.233158;2518;2510;2520;429;3251;3175;3170;412;2924;0
862.733063;2518;2520;2520;429;3251;3170;3160;411;2921;0
863.233385;2518;2510;2520;429;3231;3170;3160;411;2924;0
863.732291;2498;2510;2520;429;3231;3160;3150;411;2924;0
864.234133;2498;2510;2520;429;3231;3160;3160;412;2928;0
864.732605;2498;2520;2510;429;3231;3160;3150;412;2924;0
865.232933;2518;2510;2520;429;3231;3150;3150;411;2924;0
865.732911;2498;2510;2510;429;3231;3150;3140;411;2928;0
866.232282;2498;2510;2510;429;3231;3140;3150;412;2921;0
866.732729;2518;2500;2510;429;3251;3150;3170;412;2924;0
867.232287;2518;2500;2510;429;3231;3140;3130;412;2924;0
867.733104;2510;2500;2510;429;3224;3140;3140;412;2924;0
868.232455;2498;2510;2510;429;3211;3140;3130;412;2921;0
868.732394;2478;2500;2510;429;3211;3140;3130;413;2928;0
869.23001;2498;2510;2510;429;3211;3130;3130;411;2928;0
869.733195;2498;2510;2510;429;3231;3130;3120;413;2921;0
870.232779;2513;2500;2510;429;3206;3130;3120;412;2921;0
870.733096;2498;2500;2490;429;3192;3120;3120;412;2924;0
871.234218;2498;2500;2510;429;3211;3120;3120;412;2924;0
871.733496;2498;2500;2510;429;3211;3120;3110;412;2921;0
872.233288;2498;2500;2510;429;3192;3120;3120;413;2921;0
872.733095;2498;2500;2510;429;3172;3110;3110;412;2921;0
873.232458;2498;2500;2510;429;3211;3110;3110;413;2921;0
873.73206;2498;2500;2510;430;3192;3100;3100;412;2921;0
874.232855;2518;2500;2510;429;3192;3100;3100;413;2928;0
874.733023;2498;2500;2500;429;3192;3100;3100;413;2928;0
875.232843;2478;2500;2510;429;3192;3100;3100;413;2921;0
875.732904;2498;2500;2510;429;3192;3100;3090;413;2928;0
876.232736;2493;2500;2500;429;3187;3075;3090;413;2928;0
876.732567;2498;2500;2510;429;3192;3090;3090;413;2924;0
877.232366;2498;2500;2510;429;3172;3090;3090;413;2928;0
877.732447;2498;2500;2510;429;3172;3090;3085;413;2924;0
878.232202;2498;2500;2510;429;3155;3090;3085;413;2928;0
878.7327;2498;2500;2500;431;3172;3090;3085;413;2924;0
879.233166;2498;2500;2510;430;3172;3085;3085;413;2924;0
879.733188;2493;2500;2510;429;3150;3085;3085;414;2924;0
880.233454;2498;2500;2510;429;3135;3085;3075;414;2921;0
880.733557;2498;2500;2510;430;3155;3085;3075;414;2924;0
881.233299;2498;2500;2500;429;3155;3085;3075;414;2921;0
881.732523;2493;2500;2500;429;3150;3075;3075;414;2921;0
882.233272;2498;2490;2500;429;3135;3065;3075;414;2921;0
882.732527;2493;2500;2500;429;3130;3075;3075;414;2924;0
883.232381;2498;2500;2500;429;3155;3065;3065;414;2924;0
883.73274;2498;2490;2500;429;3135;3065;3065;414;2924;0
884.232897;2493;2490;2500;429;3130;3065;3055;414;2921;0
884.732126;2473;2500;2500;429;3130;3075;3065;415;2924;0
885.234003;2493;2500;2490;429;3130;3055;3065;414;2928;0
885.732889;2473;2490;2500;429;3130;3055;3055;414;2924;0
886.232465;2498;2500;2500;429;3135;3055;3055;414;2924;0
886.732994;2478;2500;2500;429;3115;3055;3055;415;2921;0
887.232926;2493;2490;2500;429;3110;3055;3055;415;2924;0
887.732912;2473;2490;2500;429;3110;3055;3045;414;2924;0
888.233399;2493;2500;2500;430;3110;3045;3045;414;2924;0
888.732936;2493;2500;2510;429;3130;3045;3045;415;2924;0
889.232266;2478;2490;2500;429;3135;3055;3035;415;2924;0
889.733631;2498;2500;2500;429;3115;3045;3055;415;2921;0
890.232214;2473;2490;2500;429;3110;3045;3035;415;2928;0
890.732358;2498;2490;2500;430;3115;3045;3025;415;2921;0
891.232898;2498;2500;2500;430;3115;3035;3035;415;2924;0
891.732989;2493;2490;2500;430;3110;3035;3000;415;2924;0
892.232291;2498;2490;2500;429;3115;3035;3035;415;2928;0
892.732351;2473;2500;2500;430;3110;3035;3025;415;2924;0
893.233362;2493;2490;2500;429;3091;3025;3025;415;2924;0
893.732778;2498;2490;2500;428;3096;3025;3020;415;2924;0
894.233121;2498;2490;2500;430;3076;3025;3025;415;2924;0
894.733003;2498;2500;2500;428;3096;3025;3020;415;2924;0
895.232874;2498;2490;2500;430;3076;3025;3020;416;2928;0
895.732563;2473;2490;2500;429;3071;3020;3020;415;2924;0
896.232536;2478;2490;2500;429;3096;3020;3020;416;2924;0
896.733006;2493;2500;2500;430;3071;3020;3010;416;2924;0
897.230664;2493;2500;2500;430;3091;3020;3020;416;2921;0
897.73249;2498;2490;2500;429;3076;3020;3010;415;2924;0
898.23337;2498;2490;2500;430;3096;3020;3010;416;2931;0
898.732756;2493;2490;2500;430;3071;3010;3010;418;2924;0
899.233492;2493;2500;2500;430;3071;3010;3000;416;2924;0
899.732972;2493;2490;2500;430;3071;3010;3000;416;2928;0
900.233281;2493;2490;2500;430;3071;3010;3000;416;2928;0
900.732978;2493;2490;2490;430;3054;3000;2990;416;2924;0
901.233692;2473;2490;2500;430;3071;3000;3000;416;2924;0
901.731663;2493;2490;2500;430;3054;3000;3000;416;2921;0
902.232718;2493;2500;2500;429;3054;2990;2990;416;2924;0
902.732368;2493;2490;2500;430;3071;3000;2990;416;2924;0
903.232797;2493;2490;2490;430;3054;3000;2990;416;2924;0
903.732515;2513;2490;2500;430;3071;2990;2980;416;2924;0
904.232601;2473;2500;2500;429;3054;2990;2990;416;2924;0
904.730218;2473;2490;2490;430;3054;2980;2980;416;2928;0
905.232676;2473;2490;2490;430;3034;2990;2970;417;2924;0
905.732961;2473;2490;2500;429;3034;2980;2980;416;2924;0
906.232357;2473;2490;2490;430;3054;2980;2980;416;2928;0
906.733194;2493;2490;2500;428;3054;2980;2970;417;2924;0
907.233144;2473;2480;2500;430;3071;2980;2970;417;2928;0
907.732987;2493;2480;2490;429;3054;2980;2970;417;2924;0
908.23421;2473;2490;2490;429;3034;2970;2970;417;2924;0
908.73205;2493;2480;2490;430;3034;2970;2970;417;2924;0
909.234116;2493;2490;2500;429;3034;2970;2960;416;2924;0
909.732289;2473;2490;2500;430;3054;2960;2970;417;2924;0
910.23269;2493;2490;2490;429;3034;2960;2970;417;2924;0
910.732999;2493;2480;2490;430;3054;2960;2960;418;2924;0
911.233481;2473;2490;2490;429;3034;2960;2960;417;2924;0
911.733055;2473;2490;2490;430;3034;2960;2960;417;2924;0
912.232478;2473;2480;2490;430;3034;2960;2955;418;2928;0
912.732402;2493;2480;2490;430;3054;2955;2955;417;2921;0
913.232055;2493;2480;2490;430;3014;2960;2955;417;2924;0
913.732981;2493;2480;2490;429;3014;2955;2955;418;2924;0
914.233355;2473;2490;2490;430;3014;2960;2955;418;2928;0
914.733383;2493;2480;2490;430;3034;2955;2960;418;2931;0
915.233107;2473;2480;2490;430;3014;2955;2955;418;2924;0
915.732881;2473;2490;2490;430;3014;2955;2945;418;2928;0
916.233395;2493;2480;2490;430;3014;2945;2945;418;2924;0
916.732349;2473;2490;2490;430;2995;2945;2945;418;2924;0
917.233047;2493;2480;2490;429;2995;2945;2945;418;2924;0
917.733033;2453;2480;2490;430;3014;2945;2955;418;2928;0
918.233207;2473;2480;2490;430;3014;2945;2945;417;2924;0
918.732644;2473;2480;2490;430;2995;2945;2945;418;2924;0
919.232291;2478;2480;2480;430;2999;2945;2935;418;2921;0
919.733031;2493;2480;2490;430;3014;2935;2935;418;2928;0
920.232981;2473;2480;2490;430;3014;2935;2935;418;2921;0
920.73326;2473;2480;2490;430;3014;2935;2935;418;2928;0
921.233367;2473;2480;2490;430;2995;2935;2935;418;2928;0
921.732291;2493;2480;2490;430;2995;2935;2915;416;2924;0
922.232837;2478;2480;2490;430;3019;2935;2925;418;2924;0
922.733044;2473;2480;2480;430;2995;2935;2925;418;2924;0
923.233034;2473;2480;2490;430;2995;2935;2925;418;2928;0
923.732997;2473;2480;2490;430;2995;2925;2925;418;2928;0
924.233555;2493;2490;2480;430;2975;2925;2915;418;2924;0
924.732162;2493;2480;2490;430;2995;2925;2915;418;2924;0
925.232942;2473;2480;2490;430;2995;2925;2915;419;2928;0
925.732925;2473;2480;2490;430;2995;2925;2915;419;2928;0
926.231512;2473;2480;2490;430;2995;2915;2915;419;2928;0
926.733129;2493;2480;2490;430;2975;2915;2915;418;2928;0
927.23234;2473;2480;2490;430;2975;2915;2915;418;2928;0
927.732812;2493;2480;2490;429;2975;2915;2905;419;2924;0
928.232433;2453;2480;2480;429;2975;2915;2905;419;2928;0
928.733052;2473;2480;2480;430;2975;2915;2905;418;2924;0
929.230119;2473;2480;2480;430;2955;2905;2905;419;2924;0
929.733391;2473;2490;2490;429;2995;2905;2905;419;2924;0
930.233544;2473;2480;2490;430;2955;2905;2905;419;2924;0
930.733377;2473;2480;2480;430;2975;2905;2905;419;2924;0
931.23321;2493;2475;2490;430;2955;2900;2905;419;2921;0
931.732917;2473;2480;2490;430;2955;2900;2905;419;2928;0
932.232463;2473;2480;2480;430;2955;2905;2900;419;2924;0
932.733143;2473;2490;2490;430;2975;2900;2900;419;2921;0
933.231973;2493;2480;2480;430;2955;2900;2900;420;2928;0
933.732805;2473;2480;2480;430;2955;2900;2900;419;2924;0
934.232999;2473;2500;2480;430;2955;2900;2900;419;2924;0
934.733011;2473;2475;2480;429;2955;2890;2890;419;2924;0
935.233136;2453;2480;2480;430;2938;2890;2890;419;2924;0
935.733235;2473;2480;2480;430;2955;2900;2890;419;2921;0
936.233184;2473;2480;2480;430;2955;2890;2890;420;2924;0
936.733183;2453;2480;2490;430;2938;2890;2890;420;2924;0
937.232804;2463;2480;2490;429;2945;2890;2890;420;2921;0
937.732815;2478;2480;2490;430;2943;2890;2880;420;2924;0
938.23306;2493;2480;2500;430;2938;2880;2890;420;2924;0
938.732808;2473;2480;2480;430;2955;2880;2870;419;2924;0
939.234058;2473;2480;2480;430;2955;2880;2880;419;2928;0
939.733196;2453;2480;2480;430;2938;2870;2880;419;2928;0
940.233368;2493;2480;2480;430;2938;2880;2880;420;2924;0
940.732362;2473;2475;2490;430;2938;2880;2900;420;2924;0
941.232793;2493;2475;2480;430;2938;2870;2880;420;2924;0
941.733391;2453;2475;2490;430;2938;2880;2870;420;2924;0
942.232363;2473;2480;2480;430;2938;2880;2870;420;2924;0
942.733291;2493;2510;2480;430;2938;2870;2880;420;2921;0
943.232717;2473;2475;2490;430;2918;2870;2870;420;2921;0
943.732207;2493;2475;2480;430;2938;2870;2870;420;2924;0
944.232367;2493;2480;2480;430;2918;2870;2860;420;2924;0
944.733061;2493;2480;2480;430;2918;2870;2860;420;2918;0
945.233972;2473;2475;2480;428;2918;2860;2860;418;2928;0
945.733149;2463;2475;2480;430;2928;2860;2860;420;2924;0
946.233946;2473;2475;2480;430;2918;2860;2860;421;2921;0
946.732696;2473;2480;2480;430;2918;2860;2860;420;2924;0
947.232597;2473;2465;2475;430;2918;2860;2860;421;2924;0
947.732691;2473;2480;2500;430;2918;2860;2850;421;2924;0
948.234262;2490;2475;2480;430;2916;2860;2850;421;2928;0
948.732118;2473;2480;2480;430;2918;2850;2850;421;2928;0
949.232679;2473;2475;2465;430;2938;2860;2850;421;2928;0
949.732902;2478;2475;2480;430;2903;2850;2850;421;2921;0
950.232207;2463;2475;2480;430;2908;2850;2850;421;2924;0
950.732123;2473;2480;2475;430;2918;2850;2850;421;2924;0
951.232112;2473;2475;2480;430;2918;2850;2845;421;2928;0
951.732201;2473;2475;2475;430;2918;2850;2850;421;2924;0
952.234156;2473;2475;2480;430;2918;2845;2845;421;2924;0
952.732691;2483;2480;2480;430;2908;2850;2845;421;2924;0
953.232982;2483;2475;2465;430;2888;2850;2845;421;2924;0
953.732899;2473;2475;2475;431;2898;2870;2835;421;2924;0
954.233534;2473;2480;2475;430;2879;2845;2835;421;2921;0
954.732609;2473;2475;2475;430;2898;2845;2850;421;2924;0
955.233391;2473;2475;2475;430;2898;2845;2835;421;2921;0
955.732462;2473;2475;2475;430;2898;2835;2835;422;2928;0
956.233113;2473;2475;2480;430;2879;2835;2835;421;2924;0
956.732108;2453;2475;2475;430;2898;2835;2835;421;2924;0
957.23313;2463;2475;2480;430;2869;2835;2835;422;2924;0
957.733027;2473;2500;2480;430;2898;2835;2825;421;2924;0
958.234027;2453;2475;2475;429;2879;2835;2835;421;2924;0
958.732645;2473;2475;2475;430;2879;2835;2835;421;2921;0
959.233801;2493;2475;2475;430;2898;2825;2835;421;2924;0
959.732359;2453;2475;2475;430;2898;2825;2825;421;2924;0
960.233659;2473;2475;2480;430;2879;2825;2825;421;2921;0
960.732001;2473;2475;2475;430;2879;2825;2825;421;2928;0
961.232675;2453;2475;2475;430;2879;2825;2825;421;2924;0
961.732581;2473;2475;2480;430;2879;2825;2825;421;2928;0
962.234264;2453;2475;2480;430;2879;2825;2815;422;2921;0
962.732796;2473;2475;2475;430;2879;2825;2815;421;2921;0
963.23424;2473;2475;2475;429;2859;2815;2815;422;2924;0
963.732931;2463;2475;2475;430;2869;2815;2815;422;2924;0
964.23354;2493;2475;2475;430;2879;2815;2815;422;2924;0
964.733124;2473;2475;2475;430;2879;2805;2815;422;2921;0
965.234102;2493;2475;2475;430;2879;2815;2815;422;2921;0
965.73212;2473;2480;2475;430;2859;2815;2815;422;2924;0
966.233116;2473;2475;2475;430;2859;2805;2815;422;2924;0
966.73269;2473;2475;2475;430;2879;2815;2805;422;2924;0
967.232221;2443;2475;2475;430;2849;2805;2805;422;2924;0
967.732529;2453;2475;2475;430;2859;2805;2805;422;2924;0
968.23193;2473;2475;2475;430;2859;2805;2805;422;2928;0
968.732978;2453;2465;2480;430;2842;2805;2805;422;2924;0
969.233827;2473;2465;2475;430;2842;2805;2805;422;2921;0
969.733047;2473;2475;2475;430;2859;2795;2795;422;2921;0
970.234381;2453;2465;2475;430;2859;2805;2795;423;2924;0
970.733387;2473;2475;2475;430;2859;2795;2805;422;2928;0
971.232468;2473;2475;2475;430;2842;2795;2795;422;2928;0
971.732848;2453;2475;2475;431;2859;2795;2795;423;2928;0
972.233783;2453;2475;2475;430;2842;2795;2795;422;2924;0
972.73323;2473;2475;2465;431;2842;2795;2795;422;2921;0
973.23386;2473;2475;2475;430;2842;2795;2805;423;2924;0
973.733006;2473;2475;2475;431;2842;2790;2795;424;2921;0
974.234199;2453;2465;2475;430;2859;2790;2795;422;2924;0
974.732432;2473;2475;2475;430;2842;2795;2790;423;2924;0
975.232941;2453;2475;2475;431;2859;2795;2795;423;2924;0
975.733413;2453;2465;2475;430;2842;2790;2790;423;2928;0
976.233772;2473;2475;2475;430;2842;2790;2790;422;2924;0
976.732674;2436;2475;2475;431;2822;2790;2790;423;2924;0
977.234279;2473;2455;2475;430;2842;2790;2790;423;2928;0
977.732444;2473;2465;2475;429;2859;2790;2790;423;2928;0
978.232232;2453;2475;2500;431;2842;2790;2790;422;2924;0
978.732652;2463;2465;2465;430;2832;2780;2780;423;2924;0
979.232876;2463;2465;2475;430;2812;2790;2790;423;2924;0
979.7328;2473;2475;2475;431;2842;2780;2790;423;2928;0
980.232606;2473;2465;2475;430;2842;2780;2780;423;2924;0
980.733425;2453;2465;2475;430;2822;2780;2780;423;2924;0
981.233835;2463;2475;2465;430;2832;2780;2770;423;2924;0
981.730298;2473;2475;2475;431;2842;2780;2780;423;2921;0
982.233202;2490;2475;2465;431;2839;2770;2770;423;2924;0
982.732249;2473;2465;2475;431;2822;2780;2780;423;2928;0
983.232165;2473;2465;2475;430;2842;2780;2780;423;2924;0
983.731616;2443;2465;2475;430;2832;2770;2770;423;2928;0
984.232947;2443;2475;2475;430;2832;2770;2780;422;2924;0
984.73248;2453;2465;2445;430;2822;2770;2770;423;2924;0
985.232636;2453;2475;2475;430;2822;2770;2790;423;2928;0
985.731417;2463;2465;2465;430;2812;2770;2770;423;2924;0
986.233441;2453;2465;2465;430;2822;2780;2770;423;2918;0
986.730422;2463;2465;2475;430;2812;2770;2745;423;2924;0
987.23183;2453;2465;2475;431;2802;2770;2760;423;2921;0
987.732105;2453;2465;2475;430;2822;2770;2770;424;2924;0
988.230839;2453;2465;2465;430;2822;2760;2760;423;2928;0
988.731837;2453;2465;2465;430;2822;2760;2760;424;2928;0
989.232092;2453;2465;2475;431;2842;2770;2760;423;2924;0
989.732568;2453;2465;2465;430;2822;2770;2760;424;2924;0
990.231159;2473;2455;2475;432;2822;2760;2760;423;2921;0
990.731692;2463;2465;2465;431;2792;2750;2760;424;2924;0
991.232412;2463;2465;2475;431;2812;2760;2760;424;2924;0
991.731785;2473;2465;2475;431;2822;2760;2750;423;2928;0
992.231543;2463;2465;2465;430;2792;2760;2760;423;2924;0
992.731573;2463;2465;2465;431;2792;2760;2760;424;2928;0
993.232113;2443;2465;2480;430;2812;2760;2745;423;2928;0
993.731932;2443;2465;2465;431;2792;2750;2750;423;2924;0
994.231768;2433;2465;2475;430;2782;2760;2725;424;2924;0
994.732587;2463;2465;2465;430;2812;2750;2750;424;2921;0
995.232761;2443;2465;2465;431;2792;2750;2750;424;2924;0
995.732652;2453;2465;2475;431;2782;2745;2750;424;2924;0
996.232762;2473;2465;2475;430;2802;2750;2750;424;2928;0
996.732496;2463;2465;2465;431;2772;2750;2750;424;2921;0
997.232109;2443;2465;2465;430;2812;2745;2745;424;2924;0
997.732153;2453;2490;2475;431;2802;2745;2750;424;2924;0
998.232515;2426;2455;2465;430;2792;2745;2750;424;2921;0
998.732873;2453;2465;2465;431;2782;2745;2745;424;2924;0
999.232985;2473;2465;2465;430;2802;2745;2745;424;2928;0
999.732738;2443;2465;2465;430;2792;2745;2745;424;2921;0
1000.232565;2473;2455;2465;431;2782;2745;2735;424;2924;0
1000.732156;2453;2465;2465;430;2802;2745;2745;424;2918;0
1001.23247;2443;2455;2445;430;2772;2745;2735;424;2924;0
1001.729994;2443;2455;2465;430;2772;2735;2745;424;2928;0
1002.231645;2443;2455;2465;430;2772;2745;2735;424;2924;0
1002.732574;2443;2440;2465;430;2772;2735;2735;424;2924;0
1003.23189;2436;2455;2465;431;2782;2735;2735;424;2928;0
1003.732605;2426;2455;2465;431;2792;2725;2735;424;2924;0
