Zeit;TE1;TE2;Ush;TMref;TM11;TM12;UBE1;TM21;TM22;UBE2;UCE
562.062305;278;7;4706;1036;378;387;1428;1006;999;849;1170
562.562476;277;6;4707;1035;377;390;1428;1006;999;850;1172
563.061627;277;6;4702;1035;378;391;1428;1007;999;849;1169
563.561959;277;6;4708;1033;379;391;1428;1006;997;849;1171
564.062661;277;6;4702;1035;378;390;1426;1005;998;849;1170
564.56176;277;6;4702;1035;379;390;1427;1006;998;849;1170
565.061783;278;6;4701;1035;382;388;1428;1005;996;847;1168
565.562001;278;7;4702;1036;378;390;1428;1005;997;848;1170
566.062064;277;7;4700;1035;379;389;1428;1004;998;849;1167
566.561151;278;6;4701;1035;376;390;1429;1006;997;849;1168
567.061632;277;7;4701;1035;376;390;1428;1006;998;848;1169
567.562555;278;7;4703;1035;376;390;1427;1004;996;848;1169
568.062292;277;7;4699;1035;375;390;1428;1003;996;848;1166
568.562177;278;7;4701;1036;375;391;1428;998;996;848;1166
569.062036;278;6;4699;1034;374;391;1428;1004;996;848;1174
569.562525;277;6;4701;1035;373;392;1428;1005;995;848;1168
570.062273;277;6;4706;1035;373;392;1427;1005;997;848;1169
570.56179;278;7;4705;1035;371;392;1428;1005;997;849;1169
571.062721;276;7;4705;1036;372;392;1428;999;996;849;1167
571.562112;277;6;4699;1034;371;392;1428;1004;996;849;1169
572.061971;278;6;4705;1034;373;392;1428;1004;996;848;1168
572.563018;277;6;4702;1035;375;388;1428;1004;996;848;1169
573.062638;277;6;4706;1035;378;391;1428;1003;996;848;1169
573.563862;277;7;4704;1035;381;391;1428;1004;996;848;1169
574.062057;277;7;4707;1035;383;391;1428;1005;996;848;1167
574.561644;277;6;4703;1035;385;391;1428;1004;995;847;1168
575.062255;277;7;4699;1034;388;392;1428;1003;995;847;1166
575.561967;277;7;4707;1035;388;392;1428;1003;998;848;1166
576.06241;276;7;4704;1035;391;392;1429;1002;996;848;1167
576.562375;276;6;4703;1034;391;390;1429;1004;996;849;1168
577.062447;277;7;4707;1035;390;392;1429;1003;995;847;1165
577.561902;277;6;4710;1035;389;391;1428;1002;994;848;1167
578.060777;276;7;4700;1035;388;392;1429;1002;994;848;1164
578.561857;277;7;4703;1035;388;393;1428;1002;994;848;1165
579.062046;276;7;4703;1034;387;392;1428;1002;994;847;1164
579.562134;276;7;4702;1034;387;392;1428;1002;995;847;1164
580.062129;277;7;4709;1034;387;392;1428;1002;994;847;1164
580.560999;276;7;4698;1035;386;392;1428;1001;994;848;1166
581.062445;277;7;4708;1036;385;392;1428;1002;993;847;1167
581.562312;277;7;4709;1034;384;392;1429;1001;993;848;1165
582.06167;278;7;4702;1035;384;392;1428;1001;993;848;1167
582.562465;277;7;4703;1034;383;392;1428;1002;995;847;1164
583.062609;277;7;4706;1035;382;393;1429;1002;994;847;1166
583.561602;277;7;4702;1035;382;392;1429;998;994;848;1164
584.062315;276;7;4702;1035;382;391;1428;1001;993;847;1165
584.562621;278;8;4705;1035;382;392;1428;1001;993;847;1165
585.062174;277;7;4700;1034;380;392;1429;1003;994;847;1164
585.56276;276;6;4704;1034;380;392;1428;1001;994;847;1165
586.062419;276;7;4709;1034;379;392;1430;1001;994;847;1163
586.561577;277;7;4706;1035;374;393;1425;1001;993;847;1165
587.062817;277;8;4710;1034;378;393;1428;1001;993;847;1164
587.562036;276;6;4705;1034;377;392;1428;1001;994;849;1166
588.062981;276;7;4703;1034;377;395;1427;1001;994;847;1166
588.562197;276;8;4705;1035;378;393;1428;1000;993;847;1164
589.062841;277;7;4708;1034;376;393;1428;1000;993;847;1167
589.561979;277;8;4709;1034;375;394;1428;1000;994;847;1165
590.059863;277;8;4706;1035;376;392;1429;1000;994;847;1163
590.562143;276;7;4701;1035;374;393;1428;1000;990;847;1162
591.06243;276;7;4704;1030;374;392;1428;1000;993;847;1165
591.562517;277;7;4698;1034;373;393;1428;1000;993;848;1165
592.061774;276;7;4694;1034;373;392;1428;1000;990;847;1165
592.561883;276;8;4696;1033;371;393;1427;1001;992;847;1163
593.062143;277;6;4703;1034;372;393;1428;1000;992;848;1163
593.562324;276;7;4699;1034;371;392;1428;999;993;847;1163
594.062034;276;7;4699;1034;370;392;1427;1000;992;847;1162
594.561775;276;7;4700;1033;369;391;1428;999;992;847;1164
595.062543;277;7;4702;1033;369;392;1428;1000;992;846;1183
595.562504;276;7;4698;1034;369;390;1429;1000;991;847;1182
596.062341;277;7;4697;1034;370;390;1428;1000;992;848;1183
596.561493;276;7;4701;1034;368;391;1429;999;992;846;1183
597.060721;277;6;4705;1034;370;391;1428;1000;993;847;1184
597.561972;276;8;4698;1033;370;390;1428;1000;993;842;1184
598.061864;276;7;4699;1034;370;390;1428;999;994;847;1188
598.562542;276;7;4691;1034;368;390;1428;999;992;847;1185
599.061441;277;7;4703;1033;369;390;1428;1000;993;849;1183
599.561305;276;8;4696;1034;370;389;1428;999;991;846;1183
600.062753;277;7;4704;1033;369;389;1428;1000;993;847;1185
600.562058;277;7;4693;1033;369;389;1428;1000;992;846;1185
601.061971;276;8;4703;1033;370;388;1428;1000;993;846;1184
601.56241;276;8;4702;1034;369;388;1428;1000;993;845;1184
602.062648;277;7;4703;1034;369;387;1428;1002;992;847;1186
602.562443;277;7;4699;1034;370;388;1427;1000;992;846;1183
603.062455;276;8;4696;1033;370;383;1428;1000;993;847;1183
603.562464;276;7;4701;1034;370;386;1428;999;991;847;1165
604.062341;277;7;4294967285;1033;370;387;530;1003;995;858;1828
604.562522;275;8;4294967280;1033;370;386;544;1003;996;858;1828
605.062599;274;8;4294967288;1033;370;386;551;1010;995;857;1827
605.56282;273;7;4294967287;1033;370;386;558;1004;996;858;1828
606.062835;271;7;4294967285;1033;369;385;564;1004;996;857;1828
606.562551;270;7;4294967287;1033;370;388;568;1003;995;858;1828
607.06277;268;8;4294967285;1033;369;385;573;1004;994;858;1827
607.562436;266;8;4294967288;1034;368;384;578;1004;996;857;1830
608.0629;265;7;4294967292;1033;368;384;580;1003;996;858;1827
608.562662;263;8;4294967284;1034;368;384;584;1003;994;858;1828
609.062607;262;7;4294967277;1033;367;384;587;1004;995;858;1829
609.562808;260;7;4294967288;1033;368;384;590;1002;994;857;1827
610.062197;259;7;4294967289;1032;369;384;593;1003;995;857;1827
610.56307;256;7;4294967278;1032;369;385;595;1002;994;857;1828
611.061838;256;8;4294967277;1033;369;386;597;1003;995;861;1830
611.562098;253;8;4294967280;1033;371;387;599;1004;994;858;1828
612.062465;253;7;4294967289;1032;374;386;602;1003;995;857;1827
612.561853;250;7;4294967276;1033;375;389;603;1004;994;857;1829
613.062221;249;7;4294967288;1033;376;389;606;1003;995;858;1830
613.562749;248;7;4294967281;1033;377;391;608;1003;995;858;1827
614.062681;246;8;4294967283;1033;378;391;609;1003;995;858;1828
614.562185;244;8;4294967285;1033;375;392;610;1003;996;858;1828
615.062665;243;8;4294967288;1032;380;394;612;1004;994;857;1828
615.562836;242;9;4294967276;1032;380;394;614;1003;994;857;1828
616.062633;241;8;4294967274;1032;381;395;616;1002;995;857;1829
616.561743;239;8;4294967286;1033;383;395;618;1003;995;857;1828
617.061622;237;8;4294967288;1032;383;397;620;1002;994;856;1826
617.562516;236;8;4294967281;1032;387;399;621;1003;994;857;1827
618.062595;235;8;4294967280;1032;390;401;622;1002;995;858;1830
618.563952;233;8;4294967289;1033;394;402;624;1003;995;857;1827
619.062895;232;8;4294967288;1032;397;404;625;1004;995;857;1828
619.563801;230;7;4294967282;1032;402;406;628;1003;995;858;1829
620.062867;228;8;4294967282;1032;403;408;627;1002;994;856;1828
620.561436;228;8;4294967291;1031;407;409;630;1002;994;857;1827
621.062651;225;8;4294967287;1032;410;412;632;1003;995;857;1829
621.563042;224;7;4294967286;1032;410;413;633;1003;995;857;1829
622.063408;222;8;4294967280;1032;411;415;634;1003;995;857;1830
622.562709;222;8;4294967283;1032;411;415;636;1003;994;857;1828
623.062693;219;8;4294967280;1031;413;417;637;1002;994;857;1830
623.562748;219;8;4294967281;1031;415;418;638;1003;995;857;1829
624.062838;216;7;4294967287;1036;419;421;639;1004;995;857;1827
624.561407;216;8;4294967275;1032;423;422;640;1004;995;857;1829
625.062473;215;8;4294967277;1032;425;424;641;1003;995;857;1829
625.562408;213;8;4294967287;1032;425;425;643;1004;994;857;1829
626.061631;211;7;4294967280;1032;424;427;644;1003;995;857;1827
626.561639;212;8;4294967278;1032;426;429;645;1003;994;857;1829
627.062331;210;8;4294967283;1032;427;431;646;1002;994;857;1828
627.561549;209;7;4294967287;1031;430;432;647;1000;995;858;1827
628.06336;207;8;4294967278;1031;435;434;649;1003;994;857;1829
628.562143;206;8;4294967287;1032;440;437;650;1003;994;857;1826
629.061638;205;8;4294967288;1031;445;438;651;1003;994;857;1830
629.561604;202;8;4294967279;1031;447;441;653;1002;995;857;1827
630.063;202;7;4294967285;1032;448;443;654;1003;995;857;1828
630.56202;201;7;4294967290;1031;449;445;660;1003;994;857;1828
631.061667;200;8;4294967289;1031;450;447;655;1003;994;857;1829
631.561499;198;8;4294967282;1032;449;448;657;1002;992;856;1828
632.062707;197;7;4294967289;1032;449;449;658;1002;994;858;1828
632.562615;196;8;4294967286;1031;457;451;659;1002;993;857;1828
633.06247;196;8;4294967281;1031;448;454;660;1002;993;857;1827
633.56162;194;8;4294967287;1031;452;456;661;1000;993;857;1830
634.063109;193;8;4294967279;1031;453;458;662;1002;993;857;1828
634.561971;192;7;4294967281;1031;453;459;663;1001;994;857;1828
635.062484;191;8;4294967287;1031;454;460;663;1001;993;857;1829
635.562365;190;9;4294967279;1032;455;462;665;1000;993;857;1829
636.062464;188;7;4294967283;1032;456;463;666;1002;994;857;1830
636.562518;188;8;4294967277;1031;456;465;667;1001;994;857;1827
637.061596;187;7;4294967279;1031;459;467;668;1002;992;856;1828
637.561323;186;7;4294967280;1031;462;469;669;1000;992;857;1828
638.061663;184;8;4294967290;1031;464;471;670;999;993;857;1825
638.562081;184;8;4294967279;1031;465;472;672;1001;992;857;1830
639.062164;183;7;4294967285;1031;466;474;671;1000;992;858;1828
639.56214;182;9;4294967282;1031;469;475;676;1000;993;854;1827
640.061889;180;7;4294967292;1030;470;477;673;1000;992;857;1830
640.562747;180;7;4294967288;1031;471;479;675;1000;994;857;1829
641.062581;178;8;4294967283;1031;472;481;675;1001;994;856;1830
641.561746;178;7;4294967290;1031;474;482;676;1000;992;856;1828
642.062535;177;8;4294967276;1031;474;484;678;1000;993;857;1828
642.562595;176;8;4294967283;1031;475;486;677;1000;994;857;1827
643.062205;176;8;4294967279;1031;476;488;679;996;992;856;1830
643.562457;174;9;4294967288;1032;478;485;678;1000;993;857;1829
644.062169;174;8;4294967277;1032;478;490;681;999;993;856;1829
644.561402;173;7;4294967286;1031;478;492;683;999;993;856;1827
645.061797;172;8;4294967284;1031;480;494;682;1000;992;857;1827
645.561674;172;8;4294967287;1031;482;495;682;1000;992;856;1827
646.062161;171;8;4294967286;1031;485;496;684;999;994;856;1829
646.562272;169;8;4294967287;1032;488;499;685;1000;992;856;1829
647.062826;169;8;4294967291;1030;487;500;685;999;994;857;1827
647.562186;168;8;4294967287;1030;490;502;686;999;992;857;1829
648.061486;166;8;4294967282;1030;490;504;686;997;992;856;1827
648.562696;166;7;4294967290;1031;494;508;688;999;992;857;1827
649.063202;166;7;4294967283;1031;498;507;692;1000;992;856;1828
649.562395;165;7;4294967288;1031;498;509;689;999;993;857;1827
650.059915;164;8;4294967279;1031;492;511;691;999;992;856;1828
650.561636;163;8;4294967282;1031;499;511;691;1000;993;856;1829
651.062627;163;9;4294967284;1031;503;513;691;998;992;856;1831
651.562357;162;8;4294967280;1032;505;515;692;999;993;856;1828
652.061613;159;8;4294967283;1031;506;516;694;1000;993;857;1828
652.562893;160;9;4294967286;1031;508;518;694;999;992;857;1828
653.062956;159;8;4294967277;1031;510;519;695;999;991;856;1829
653.561784;159;8;4294967277;1031;511;521;695;999;992;857;1824
654.062805;159;8;4294967280;1032;511;523;696;999;991;856;1827
654.562379;157;8;4294967283;1032;512;523;696;997;993;857;1830
655.063035;156;8;4294967287;1031;514;525;698;999;992;856;1827
655.561759;156;8;4294967277;1031;517;527;698;1000;992;856;1828
656.061789;155;8;4294967278;1031;520;529;699;999;992;856;1827
656.562433;154;8;4294967289;1031;520;530;699;999;992;856;1826
657.062288;154;7;4294967290;1032;522;532;700;1000;992;856;1828
657.562296;153;8;4294967291;1031;524;534;702;1000;992;856;1828
658.062885;152;8;4294967286;1030;526;534;701;999;992;856;1828
658.561795;152;8;4294967285;1031;528;537;702;999;992;856;1823
659.061962;152;9;4294967276;1031;527;537;703;999;992;856;1829
659.561703;151;9;4294967285;1031;528;540;703;999;992;856;1826
660.06262;149;9;4294967279;1032;529;541;701;1003;992;857;1828
660.562682;149;8;4294967276;1030;529;543;705;998;992;855;1827
661.062531;149;8;4294967286;1031;533;543;706;999;992;856;1829
661.562424;148;8;4294967284;1034;536;548;707;999;992;855;1828
662.061786;147;8;4294967282;1031;538;547;708;1000;995;856;1828
662.561889;146;9;4294967293;1030;541;549;709;999;993;857;1830
663.061949;146;9;4294967280;1031;542;551;709;999;992;857;1828
663.561646;145;8;4294967286;1031;544;552;710;1000;993;856;1830
664.06221;144;8;4294967285;1031;543;554;710;999;992;856;1830
664.561885;144;9;4294967288;1030;545;555;711;999;992;856;1827
665.062194;144;8;4294967281;1030;546;557;711;1001;992;855;1827
665.561506;142;8;4294967288;1030;548;558;713;998;992;856;1828
666.061779;141;8;4294967274;1031;549;559;713;998;992;856;1828
666.562533;141;8;4294967287;1030;553;560;713;999;991;856;1827
667.062213;141;8;4294967288;1029;553;562;714;999;993;855;1828
667.562327;141;9;4294967286;1030;561;565;715;999;993;856;1828
668.063039;139;9;4294967286;1031;562;565;715;999;992;856;1828
668.562125;140;7;4294967280;1031;565;568;716;999;992;855;1828
669.063398;138;8;4294967277;1031;566;570;716;998;991;856;1828
669.563069;138;10;4294967279;1031;569;572;717;999;993;856;1828
670.064054;137;8;4294967286;1031;574;573;718;999;992;856;1829
670.562631;136;8;4294967288;1031;573;575;719;999;993;857;1825
671.064051;135;8;4294967285;1032;574;576;719;999;992;857;1827
671.562449;135;8;4294967276;1031;575;577;720;999;993;856;1828
672.063848;134;8;4294967288;1031;576;578;720;999;992;857;1830
672.562993;134;9;4294967288;1031;577;579;721;999;992;856;1830
673.062252;133;8;4294967277;1031;578;583;721;1000;992;856;1829
673.563053;132;9;4294967285;1031;578;583;722;999;992;856;1828
674.062789;132;8;4294967285;1031;579;586;722;999;992;855;1828
674.563177;131;9;4294967283;1031;578;587;724;999;992;855;1828
675.063273;131;9;4294967278;1030;582;588;724;999;992;857;1830
675.563071;130;8;4294967286;1031;585;590;729;1000;993;856;1828
676.06317;129;8;4294967279;1030;587;592;725;999;993;856;1830
676.56258;129;8;4294967290;1031;586;593;725;1000;988;856;1829
677.062586;129;8;4294967282;1030;589;595;726;999;994;856;1829
677.563352;127;9;4294967285;1031;588;596;726;1000;993;856;1828
678.062838;127;9;4294967278;1031;589;597;727;999;992;856;1829
678.56259;126;8;4294967285;1031;589;598;728;997;992;856;1828
679.06242;128;8;4294967280;1031;589;600;728;998;993;856;1828
679.56295;126;8;4294967284;1031;590;602;730;997;992;855;1827
680.063194;125;8;4294967286;1031;591;603;729;998;992;855;1828
680.562883;125;8;4294967288;1031;593;605;730;998;992;856;1828
681.062903;124;8;4294967286;1030;594;606;730;998;992;856;1829
681.563013;123;9;4294967276;1031;595;608;732;998;992;857;1828
682.06284;123;9;4294967287;1032;598;609;732;998;992;856;1828
682.563483;122;9;4294967287;1030;600;611;732;998;991;856;1825
683.062735;122;8;4294967284;1031;599;613;732;998;992;856;1830
683.563646;121;7;4294967275;1031;602;614;734;998;992;856;1829
684.062819;121;9;4294967279;1030;602;615;731;998;992;856;1829
684.562803;121;8;4294967293;1031;603;616;735;998;992;855;1827
685.062753;120;8;4294967292;1031;603;617;734;998;994;856;1827
685.563428;118;9;4294967285;1031;605;618;735;999;992;856;1830
686.062669;119;9;4294967284;1031;606;619;736;997;992;857;1825
686.561784;119;9;4294967289;1030;606;621;736;998;993;856;1828
687.06222;118;9;4294967279;1030;606;622;737;999;993;857;1828
687.562526;117;9;4294967279;1031;610;623;738;997;992;856;1829
688.063055;117;9;4294967286;1032;610;624;738;998;993;856;1831
688.562721;117;9;4294967292;1031;611;625;738;998;993;856;1829
689.062802;116;9;4294967285;1030;613;627;739;998;993;856;1827
689.563586;116;8;4294967290;1031;616;628;739;997;994;855;1827
690.063376;115;8;4294967282;1031;614;629;740;1000;993;856;1829
690.562587;115;9;4294967279;1031;615;630;740;998;992;856;1828
691.062744;115;9;4294967284;1030;617;631;741;998;993;856;1829
691.563225;114;8;4294967289;1031;618;634;741;997;994;856;1827
692.062865;113;9;4294967278;1031;618;634;742;998;991;856;1830
692.563736;113;8;4294967282;1030;620;636;742;997;993;855;1826
693.063542;113;9;4294967286;1030;621;637;743;998;991;855;1829
693.562072;112;9;4294967286;1030;622;639;743;998;993;856;1828
694.06295;112;9;4294967285;1031;623;639;744;998;993;856;1828
694.563075;111;9;4294967285;1033;624;641;744;998;994;856;1828
695.062358;110;8;4294967291;1030;625;643;744;997;992;856;1829
695.562678;110;9;4294967282;1031;623;644;745;997;992;856;1829
696.062607;110;9;4294967284;1031;630;645;746;998;993;856;1826
696.563146;109;9;4294967288;1030;633;648;746;998;993;856;1828
697.062843;109;9;4294967284;1030;631;649;746;998;992;856;1829
697.562662;109;9;4294967276;1031;634;650;747;998;992;856;1828
698.0595;108;8;4294967289;1030;636;652;748;997;992;852;1829
698.562408;106;9;4294967290;1030;637;652;747;998;992;856;1829
699.063072;107;7;4294967283;1030;639;654;749;999;993;856;1828
699.559997;107;9;4294967288;1030;636;656;749;998;993;856;1830
700.063005;106;9;4294967287;1031;641;657;750;999;993;856;1829
700.562724;106;8;4294967286;1030;642;658;750;998;992;856;1829
701.062858;105;9;4294967286;1030;644;659;749;999;993;856;1827
701.562705;104;10;4294967287;1030;645;660;749;1000;993;856;1829
702.062332;104;9;4294967286;1030;646;662;750;999;992;856;1827
702.561979;103;8;4294967293;1031;648;664;751;998;992;856;1829
703.063998;104;9;4294967284;1031;648;666;752;999;993;856;1826
703.562447;103;8;4294967287;1031;650;666;753;999;994;856;1829
704.062121;103;8;4294967281;1030;650;669;753;1000;994;856;1829
704.561753;102;8;4294967287;1031;651;669;753;1000;992;855;1827
705.062312;102;8;4294967290;1030;651;670;754;999;993;856;1830
705.562134;102;8;4294967279;1031;654;672;754;1000;992;857;1823
706.062722;101;9;4294967288;1031;656;673;754;999;994;857;1828
706.56324;100;9;4294967283;1031;659;673;755;998;993;856;1827
707.063192;101;8;4294967290;1030;660;675;756;997;993;856;1827
707.563352;100;9;4294967274;1031;661;677;756;999;993;856;1829
708.062665;99;9;4294967289;1030;663;679;756;998;993;856;1828
708.563021;99;9;4294967289;1031;666;679;757;1003;993;856;1828
709.062882;99;8;4294967279;1031;665;680;758;998;993;856;1828
709.562858;98;9;4294967288;1030;666;681;757;996;993;856;1827
710.06033;99;8;4294967289;1031;668;682;758;998;992;856;1827
710.561827;97;9;4294967291;1030;669;684;758;998;993;855;1830
711.062615;98;10;4294967284;1031;672;684;759;998;994;856;1828
711.562418;97;8;4294967288;1030;674;686;759;1000;993;856;1828
712.062763;96;9;4294967285;1031;675;687;760;999;993;856;1829
712.561979;96;8;4294967291;1030;677;689;760;1000;993;857;1826
713.062075;95;8;4294967288;1030;677;690;760;999;994;856;1828
713.561581;95;9;4294967287;1031;679;691;760;999;993;856;1826
714.063434;94;9;4294967284;1031;680;693;761;998;993;856;1828
714.560238;94;9;4294967280;1030;684;693;762;998;993;856;1828
715.061556;93;8;4294967285;1030;686;695;762;998;993;856;1828
715.562906;93;8;4294967287;1030;686;699;763;999;994;856;1829
716.06154;92;9;4294967279;1031;687;696;763;1000;995;856;1829
716.562604;93;9;4294967288;1030;689;699;763;1000;994;856;1829
717.063336;93;9;4294967278;1031;688;700;764;999;993;853;1830
717.561141;92;8;4294967286;1032;687;700;764;999;994;856;1829
718.061856;91;9;4294967285;1030;692;702;764;996;994;856;1828
718.561299;92;10;4294967285;1031;694;703;764;998;994;857;1827
719.062134;91;8;4294967281;1030;694;704;767;999;994;856;1828
719.560324;90;9;4294967289;1030;695;704;766;998;993;856;1830
720.063461;90;9;4294967282;1031;695;705;767;998;993;855;1829
720.563376;90;9;4294967280;1030;696;706;767;998;993;856;1826
721.062415;89;9;4294967290;1030;696;706;766;998;993;856;1828
721.559559;89;9;4294967280;1031;697;708;767;998;993;857;1829
722.063722;89;9;4294967287;1031;698;709;767;998;994;856;1828
722.561446;88;8;4294967283;1031;700;710;767;998;993;854;1828
723.06161;88;8;4294967289;1031;701;712;767;998;994;856;1827
723.561444;88;9;4294967289;1029;703;712;768;997;993;856;1827
724.061349;87;9;4294967285;1030;703;714;768;998;993;856;1828
724.561432;87;9;4294967292;1030;703;715;769;997;993;855;1827
725.061694;87;9;4294967282;1030;705;715;769;998;993;856;1828
725.559389;87;9;4294967281;1030;705;717;769;998;993;855;1827
726.059931;87;9;4294967278;1030;707;718;770;998;993;855;1827
726.559254;85;8;4294967281;1031;708;718;769;998;993;856;1829
727.062236;85;9;4294967276;1030;710;720;770;997;993;856;1828
727.560002;84;8;4294967285;1030;714;721;771;998;994;856;1827
728.061824;84;8;4294967291;1029;716;723;771;997;994;856;1825
728.561668;84;9;4294967286;1035;717;723;771;996;994;856;1828
729.061279;83;9;4294967279;1030;717;725;772;998;993;853;1826
729.560896;84;9;4294967288;1030;719;724;772;997;993;856;1828
730.062013;83;10;4294967285;1030;718;726;772;997;992;856;1829
730.561697;83;10;4294967281;1031;718;728;772;998;994;857;1829
731.061752;83;8;4294967292;1030;720;728;773;998;994;856;1827
731.562791;82;9;4294967284;1030;719;728;773;998;992;856;1829
732.062164;82;9;4294967272;1030;721;730;773;997;994;856;1828
732.560087;81;9;4294967289;1031;723;730;774;993;994;856;1828
733.059791;81;9;4294967287;1030;724;732;774;997;994;856;1828
733.560047;82;9;4294967280;1030;724;732;775;999;994;856;1829
734.062538;80;9;4294967281;1030;726;734;775;997;994;856;1827
734.562232;80;9;4294967287;1030;728;735;775;998;994;855;1827
735.063284;80;8;4294967289;1031;730;735;776;998;994;856;1828
735.563142;80;10;4294967290;1030;731;736;775;996;994;856;1826
736.062462;80;8;4294967286;1030;734;737;776;998;994;856;1828
736.561837;78;9;4294967286;1029;735;736;777;998;995;855;1828
737.063311;78;9;4294967288;1029;736;739;777;999;995;856;1828
737.562453;79;8;4294967287;1030;736;740;778;1002;994;856;1830
738.06384;78;9;4294967292;1030;738;742;777;1000;994;855;1827
738.561975;78;9;4294967288;1026;740;742;777;998;995;856;1826
739.062689;77;9;4294967288;1030;739;743;778;998;993;856;1827
739.562953;77;8;4294967287;1031;740;744;777;1000;994;856;1827
740.061547;76;8;4294967282;1030;741;751;779;999;997;856;1830
740.563085;76;9;4294967288;1030;742;746;779;998;994;856;1828
741.063488;77;9;4294967278;1030;738;747;780;998;995;855;1826
741.560634;76;9;4294967290;1030;744;749;779;1000;994;855;1828
742.062613;76;10;4294967290;1030;746;748;780;1000;994;855;1828
742.561966;74;8;4294967286;1030;749;750;780;1000;994;856;1828
743.06154;75;10;4294967289;1030;748;749;781;999;996;856;1825
743.561513;74;9;4294967289;1030;749;757;781;998;994;856;1827
744.062182;74;8;4294967291;1031;750;752;781;1000;994;855;1829
744.561752;75;9;4294967291;1031;751;753;781;998;995;856;1828
745.061217;73;10;4294967283;1031;750;754;782;999;994;856;1827
745.561707;74;8;4294967288;1030;752;756;787;998;995;856;1827
746.062939;74;8;4294967287;1030;752;757;782;998;993;856;1829
746.561229;72;9;4294967285;1030;753;756;783;998;995;857;1827
747.060628;73;8;4294967279;1030;753;759;783;998;994;856;1828
747.561903;73;9;4294967280;1027;755;759;783;999;994;855;1828
748.063139;73;8;4294967278;1030;756;760;783;998;995;856;1827
748.562676;71;9;4294967280;1030;757;762;784;998;995;856;1827
749.061458;71;9;4294967293;1030;757;762;784;999;994;856;1829
749.561956;72;9;4294967277;1029;759;763;784;997;994;856;1827
750.063244;71;8;4294967288;1030;758;764;784;999;995;856;1831
750.561646;71;9;4294967283;1030;758;764;784;999;995;856;1829
751.062088;71;8;4294967289;1030;759;766;786;1000;994;856;1829
751.569269;70;8;4294967286;1028;759;766;785;999;995;856;1829
752.060283;70;9;4294967291;1031;761;767;786;998;995;857;1829
752.561222;70;9;4294967287;1030;762;768;786;999;994;856;1827
753.061252;69;8;4294967275;1031;764;769;785;999;996;856;1827
753.56172;69;8;4294967280;1030;766;770;787;1000;994;856;1826
754.061687;69;10;4294967287;1030;767;771;788;1000;995;856;1828
754.561613;68;9;4294967285;1030;770;772;788;999;996;855;1827
755.063032;69;10;4294967274;1029;771;776;787;999;996;856;1827
755.561869;67;8;4294967286;1030;772;773;788;999;996;855;1829
756.062621;68;8;4294967284;1030;772;776;788;1001;995;856;1828
756.562609;68;8;4294967287;1030;772;776;788;1000;995;856;1830
757.061881;67;9;4294967284;1030;772;777;789;1000;995;857;1827
757.560575;67;8;4294967278;1030;774;779;789;1000;996;856;1829
758.059596;67;9;4294967281;1029;777;779;790;1003;995;856;1830
758.560404;66;9;4294967284;1030;778;781;790;1000;996;856;1828
759.062545;67;8;4294967283;1031;780;782;789;996;995;855;1829
759.560273;66;9;4294967277;1030;779;782;791;1001;996;856;1827
760.062355;66;9;4294967292;1030;781;784;791;1000;995;856;1826
760.562046;65;9;4294967278;1030;783;785;790;1001;996;856;1829
761.06228;66;8;4294967281;1030;784;786;791;1001;995;856;1828
761.562579;65;8;4294967289;1031;784;787;791;1000;995;856;1830
762.060106;65;8;4294967292;1029;786;788;791;1001;995;856;1827
762.562669;65;8;4294967286;1031;786;791;792;1001;989;856;1828
763.06344;64;7;4294967291;1030;788;792;792;1001;996;856;1829
763.562515;64;8;4294967288;1030;789;793;793;1001;995;857;1826
764.063538;64;9;4294967287;1030;788;793;793;1002;996;856;1828
764.563068;63;8;4294967287;1030;789;793;793;999;996;856;1829
765.063272;63;9;4294967285;1030;790;794;793;1000;996;856;1829
765.559743;63;8;4294967290;1030;790;795;793;1000;996;856;1829
766.061243;62;9;4294967276;1026;790;796;794;1000;996;856;1827
766.560998;63;8;4294967288;1030;794;797;794;1000;995;856;1827
767.061875;62;9;4294967286;1027;791;797;795;1001;996;856;1827
767.561633;62;9;4294967288;1030;790;797;794;1000;996;857;1827
768.060552;62;9;4294967288;1030;790;798;795;1000;996;856;1830
768.562951;61;8;4294967291;1030;790;798;795;1001;996;856;1826
769.061569;62;9;4294967277;1031;791;799;796;1000;996;858;1828
769.563287;61;8;4294967281;1031;792;800;795;999;996;857;1827
770.059641;61;8;4294967289;1031;794;801;795;1000;997;855;1827
770.561352;61;8;4294967287;1030;794;802;795;999;996;859;1829
771.063426;60;9;4294967278;1031;794;802;796;1000;996;855;1827
771.56123;60;9;4294967288;1030;795;803;796;1000;995;856;1828
772.061878;61;9;4294967281;1030;795;803;796;1000;996;857;1828
772.562194;60;9;4294967287;1030;796;804;796;1000;996;856;1827
773.062493;60;8;4294967285;1031;796;805;798;1001;997;854;1829
773.560863;59;8;4294967291;1031;798;809;797;1001;997;857;1828
774.062314;60;8;4294967287;1031;797;806;798;1002;996;856;1826
774.561669;58;8;4294967287;1030;799;807;798;1000;996;855;1826
775.063188;58;8;4294967288;1031;805;807;797;1000;997;856;1827
775.562392;58;9;4294967274;1031;808;808;798;1001;997;856;1830
776.061633;58;9;4294967277;1030;807;809;798;1001;993;856;1828
776.562194;58;8;4294967287;1030;808;809;799;1001;996;856;1827
777.063379;58;8;4294967289;1030;809;810;799;999;996;856;1828
